
Epoch 0, train loss: 0.0155, val loss: 0.0050
Epoch 10, train loss: 0.0029, val loss: 0.0029
Epoch 20, train loss: 0.0026, val loss: 0.0085
Epoch 30, train loss: 0.0032, val loss: 0.0024
Epoch 40, train loss: 0.0032, val loss: 0.0017
Epoch 0, train loss: 0.0155, val loss: 0.0050
Epoch 10, train loss: 0.0029, val loss: 0.0029
Epoch 20, train loss: 0.0026, val loss: 0.0085
Epoch 30, train loss: 0.0032, val loss: 0.0024
Epoch 40, train loss: 0.0032, val loss: 0.0017
Epoch 50, train loss: 0.0022, val loss: 0.0083
Epoch 60, train loss: 0.0021, val loss: 0.0057
Epoch 0, train loss: 0.0155, val loss: 0.0475
Epoch 10, train loss: 0.0021, val loss: 0.0077
Epoch 20, train loss: 0.0023, val loss: 0.0022
Epoch 30, train loss: 0.0024, val loss: 0.0010
Epoch 40, train loss: 0.0023, val loss: 0.0012
Epoch 0, train loss: 0.0155, val loss: 0.0475
Epoch 10, train loss: 0.0021, val loss: 0.0077
Epoch 20, train loss: 0.0023, val loss: 0.0022
Epoch 30, train loss: 0.0024, val loss: 0.0010
Epoch 40, train loss: 0.0023, val loss: 0.0012
Epoch 50, train loss: 0.0023, val loss: 0.0039
Epoch 60, train loss: 0.0021, val loss: 0.0036
Epoch 70, train loss: 0.0021, val loss: 0.0036
Inferred coeffs for Iceland: [2.4740376 2.4590478 0.0051813]
Epoch 0, train loss: 0.0176, val loss: 0.0013
Epoch 10, train loss: 0.0056, val loss: 0.0254
Epoch 20, train loss: 0.0047, val loss: 0.0110
Epoch 30, train loss: 0.0030, val loss: 0.0062
Epoch 40, train loss: 0.0026, val loss: 0.0028
Epoch 0, train loss: 0.0176, val loss: 0.0013
Epoch 10, train loss: 0.0056, val loss: 0.0254
Epoch 20, train loss: 0.0047, val loss: 0.0110
Epoch 30, train loss: 0.0030, val loss: 0.0062
Epoch 40, train loss: 0.0026, val loss: 0.0028
Epoch 50, train loss: 0.0023, val loss: 0.0025
Epoch 60, train loss: 0.0023, val loss: 0.0011
Epoch 70, train loss: 0.0023, val loss: 0.0018
Epoch 80, train loss: 0.0023, val loss: 0.0019
Epoch 90, train loss: 0.0023, val loss: 0.0037
Epoch 0, train loss: 0.0176, val loss: 0.0531
Epoch 10, train loss: 0.0023, val loss: 0.0056
Epoch 20, train loss: 0.0024, val loss: 0.0017
Epoch 30, train loss: 0.0025, val loss: 0.0009
Epoch 0, train loss: 0.0176, val loss: 0.0531
Epoch 10, train loss: 0.0023, val loss: 0.0056
Epoch 20, train loss: 0.0024, val loss: 0.0017
Epoch 30, train loss: 0.0025, val loss: 0.0009
Inferred coeffs for Canada: [2.4748201  2.4584112  0.00609484]
Epoch 0, train loss: 0.0070, val loss: 0.0182
Epoch 10, train loss: 0.0067, val loss: 0.0053
Epoch 20, train loss: 0.0019, val loss: 0.0251
Epoch 30, train loss: 0.0029, val loss: 0.0234
Epoch 40, train loss: 0.0020, val loss: 0.0149
Epoch 0, train loss: 0.0070, val loss: 0.0182
Epoch 10, train loss: 0.0067, val loss: 0.0053
Epoch 20, train loss: 0.0019, val loss: 0.0251
Epoch 30, train loss: 0.0029, val loss: 0.0234
Epoch 40, train loss: 0.0020, val loss: 0.0149
Epoch 0, train loss: 0.0070, val loss: 0.0347
Epoch 10, train loss: 0.0025, val loss: 0.0127
Epoch 20, train loss: 0.0023, val loss: 0.0230
Epoch 30, train loss: 0.0020, val loss: 0.0134
Epoch 0, train loss: 0.0070, val loss: 0.0347
Epoch 10, train loss: 0.0025, val loss: 0.0127
Epoch 20, train loss: 0.0023, val loss: 0.0230
Epoch 30, train loss: 0.0020, val loss: 0.0134
Inferred coeffs for Algeria: [2.4711294e+00 2.4615092e+00 1.7293094e-03]
Epoch 0, train loss: 0.0092, val loss: 0.0327
Epoch 10, train loss: 0.0094, val loss: 0.0258
Epoch 20, train loss: 0.0044, val loss: 0.0129
Epoch 30, train loss: 0.0007, val loss: 0.0092
Epoch 40, train loss: 0.0010, val loss: 0.0044
Epoch 0, train loss: 0.0092, val loss: 0.0327
Epoch 10, train loss: 0.0094, val loss: 0.0258
Epoch 20, train loss: 0.0044, val loss: 0.0129
Epoch 30, train loss: 0.0007, val loss: 0.0092
Epoch 40, train loss: 0.0010, val loss: 0.0044
Epoch 50, train loss: 0.0009, val loss: 0.0052
Epoch 0, train loss: 0.0092, val loss: 0.0199
Epoch 10, train loss: 0.0027, val loss: 0.0112
Epoch 20, train loss: 0.0011, val loss: 0.0036
Epoch 30, train loss: 0.0009, val loss: 0.0021
Epoch 40, train loss: 0.0008, val loss: 0.0049
Epoch 0, train loss: 0.0092, val loss: 0.0199
Epoch 10, train loss: 0.0027, val loss: 0.0112
Epoch 20, train loss: 0.0011, val loss: 0.0036
Epoch 30, train loss: 0.0009, val loss: 0.0021
Epoch 40, train loss: 0.0008, val loss: 0.0049
Inferred coeffs for Burkina Faso: [ 2.4688864e+00  2.4635034e+00 -6.7412265e-04]
Epoch 0, train loss: 0.0099, val loss: 0.0182
Epoch 10, train loss: 0.0035, val loss: 0.0126
Epoch 20, train loss: 0.0014, val loss: 0.0126
Epoch 30, train loss: 0.0011, val loss: 0.0106
Epoch 40, train loss: 0.0011, val loss: 0.0070
Epoch 0, train loss: 0.0099, val loss: 0.0182
Epoch 10, train loss: 0.0035, val loss: 0.0126
Epoch 20, train loss: 0.0014, val loss: 0.0126
Epoch 30, train loss: 0.0011, val loss: 0.0106
Epoch 40, train loss: 0.0011, val loss: 0.0070
Epoch 0, train loss: 0.0099, val loss: 0.0343
Epoch 10, train loss: 0.0032, val loss: 0.0019
Epoch 20, train loss: 0.0017, val loss: 0.0109
Epoch 30, train loss: 0.0012, val loss: 0.0063
Epoch 40, train loss: 0.0011, val loss: 0.0061
Epoch 0, train loss: 0.0099, val loss: 0.0343
Epoch 10, train loss: 0.0032, val loss: 0.0019
Epoch 20, train loss: 0.0017, val loss: 0.0109
Epoch 30, train loss: 0.0012, val loss: 0.0063
Epoch 40, train loss: 0.0011, val loss: 0.0061
Inferred coeffs for Ghana: [2.4717062  2.461373   0.00284671]
Epoch 0, train loss: 0.0088, val loss: 0.0271
Epoch 10, train loss: 0.0032, val loss: 0.0165
Epoch 20, train loss: 0.0014, val loss: 0.0070
Epoch 30, train loss: 0.0011, val loss: 0.0079
Epoch 40, train loss: 0.0018, val loss: 0.0009
Epoch 0, train loss: 0.0088, val loss: 0.0271
Epoch 10, train loss: 0.0032, val loss: 0.0165
Epoch 20, train loss: 0.0014, val loss: 0.0070
Epoch 30, train loss: 0.0011, val loss: 0.0079
Epoch 40, train loss: 0.0018, val loss: 0.0009
Epoch 50, train loss: 0.0013, val loss: 0.0018
Epoch 60, train loss: 0.0012, val loss: 0.0022
Epoch 70, train loss: 0.0012, val loss: 0.0012
Epoch 80, train loss: 0.0012, val loss: 0.0012
Epoch 0, train loss: 0.0088, val loss: 0.0255
Epoch 10, train loss: 0.0026, val loss: 0.0043
Epoch 20, train loss: 0.0014, val loss: 0.0030
Epoch 30, train loss: 0.0012, val loss: 0.0028
Epoch 40, train loss: 0.0012, val loss: 0.0008
Epoch 0, train loss: 0.0088, val loss: 0.0255
Epoch 10, train loss: 0.0026, val loss: 0.0043
Epoch 20, train loss: 0.0014, val loss: 0.0030
Epoch 30, train loss: 0.0012, val loss: 0.0028
Epoch 40, train loss: 0.0012, val loss: 0.0008
Epoch 50, train loss: 0.0011, val loss: 0.0009
Epoch 60, train loss: 0.0011, val loss: 0.0009
Epoch 70, train loss: 0.0011, val loss: 0.0009
Inferred coeffs for Cote d'Ivoire: [2.4702992e+00 2.4627788e+00 1.4393958e-03]
Epoch 0, train loss: 0.0120, val loss: 0.0284
Epoch 10, train loss: 0.0023, val loss: 0.0128
Epoch 20, train loss: 0.0021, val loss: 0.0036
Epoch 30, train loss: 0.0023, val loss: 0.0103
Epoch 0, train loss: 0.0120, val loss: 0.0284
Epoch 10, train loss: 0.0023, val loss: 0.0128
Epoch 20, train loss: 0.0021, val loss: 0.0036
Epoch 30, train loss: 0.0023, val loss: 0.0103
Epoch 0, train loss: 0.0120, val loss: 0.0240
Epoch 10, train loss: 0.0037, val loss: 0.0223
Epoch 20, train loss: 0.0023, val loss: 0.0042
Epoch 30, train loss: 0.0021, val loss: 0.0124
Epoch 0, train loss: 0.0120, val loss: 0.0240
Epoch 10, train loss: 0.0037, val loss: 0.0223
Epoch 20, train loss: 0.0023, val loss: 0.0042
Epoch 30, train loss: 0.0021, val loss: 0.0124
Inferred coeffs for Niger: [2.4698617e+00 2.4632239e+00 1.0087619e-03]
Epoch 0, train loss: 0.0087, val loss: 0.0296
Epoch 10, train loss: 0.0035, val loss: 0.0198
Epoch 20, train loss: 0.0026, val loss: 0.0028
Epoch 30, train loss: 0.0024, val loss: 0.0016
Epoch 40, train loss: 0.0015, val loss: 0.0058
Epoch 0, train loss: 0.0087, val loss: 0.0296
Epoch 10, train loss: 0.0035, val loss: 0.0198
Epoch 20, train loss: 0.0026, val loss: 0.0028
Epoch 30, train loss: 0.0024, val loss: 0.0016
Epoch 40, train loss: 0.0015, val loss: 0.0058
Epoch 50, train loss: 0.0018, val loss: 0.0015
Epoch 60, train loss: 0.0017, val loss: 0.0019
Epoch 70, train loss: 0.0017, val loss: 0.0019
Epoch 80, train loss: 0.0020, val loss: 0.0008
Epoch 90, train loss: 0.0016, val loss: 0.0009
Epoch 0, train loss: 0.0087, val loss: 0.0236
Epoch 10, train loss: 0.0027, val loss: 0.0056
Epoch 20, train loss: 0.0018, val loss: 0.0008
Epoch 30, train loss: 0.0016, val loss: 0.0007
Epoch 40, train loss: 0.0015, val loss: 0.0028
Epoch 0, train loss: 0.0087, val loss: 0.0236
Epoch 10, train loss: 0.0027, val loss: 0.0056
Epoch 20, train loss: 0.0018, val loss: 0.0008
Epoch 30, train loss: 0.0016, val loss: 0.0007
Epoch 40, train loss: 0.0015, val loss: 0.0028
Epoch 50, train loss: 0.0015, val loss: 0.0026
Epoch 60, train loss: 0.0015, val loss: 0.0016
Inferred coeffs for Tunisia: [2.4696014e+00 2.4630306e+00 6.7079782e-05]
Epoch 0, train loss: 0.0043, val loss: 0.0371
Epoch 10, train loss: 0.0072, val loss: 0.0038
Epoch 20, train loss: 0.0023, val loss: 0.0097
Epoch 30, train loss: 0.0009, val loss: 0.0195
Epoch 40, train loss: 0.0016, val loss: 0.0058
Epoch 0, train loss: 0.0043, val loss: 0.0371
Epoch 10, train loss: 0.0072, val loss: 0.0038
Epoch 20, train loss: 0.0023, val loss: 0.0097
Epoch 30, train loss: 0.0009, val loss: 0.0195
Epoch 40, train loss: 0.0016, val loss: 0.0058
Epoch 0, train loss: 0.0043, val loss: 0.0184
Epoch 10, train loss: 0.0014, val loss: 0.0155
Epoch 20, train loss: 0.0010, val loss: 0.0116
Epoch 30, train loss: 0.0009, val loss: 0.0118
Epoch 0, train loss: 0.0043, val loss: 0.0184
Epoch 10, train loss: 0.0014, val loss: 0.0155
Epoch 20, train loss: 0.0010, val loss: 0.0116
Epoch 30, train loss: 0.0009, val loss: 0.0118
Inferred coeffs for Belgium: [ 2.4691772e+00  2.4635975e+00 -1.9224115e-05]
Epoch 0, train loss: 0.0060, val loss: 0.0487
Epoch 10, train loss: 0.0082, val loss: 0.0053
Epoch 20, train loss: 0.0012, val loss: 0.0207
Epoch 30, train loss: 0.0012, val loss: 0.0122
Epoch 40, train loss: 0.0016, val loss: 0.0110
Epoch 0, train loss: 0.0060, val loss: 0.0487
Epoch 10, train loss: 0.0082, val loss: 0.0053
Epoch 20, train loss: 0.0012, val loss: 0.0207
Epoch 30, train loss: 0.0012, val loss: 0.0122
Epoch 40, train loss: 0.0016, val loss: 0.0110
Epoch 50, train loss: 0.0004, val loss: 0.0176
Epoch 60, train loss: 0.0003, val loss: 0.0086
Epoch 70, train loss: 0.0008, val loss: 0.0044
Epoch 0, train loss: 0.0060, val loss: 0.0213
Epoch 10, train loss: 0.0015, val loss: 0.0146
Epoch 20, train loss: 0.0004, val loss: 0.0116
Epoch 30, train loss: 0.0006, val loss: 0.0109
Epoch 0, train loss: 0.0060, val loss: 0.0213
Epoch 10, train loss: 0.0015, val loss: 0.0146
Epoch 20, train loss: 0.0004, val loss: 0.0116
Epoch 30, train loss: 0.0006, val loss: 0.0109
Inferred coeffs for Germany: [ 2.4684808e+00  2.4636981e+00 -9.6596166e-04]
Epoch 0, train loss: 0.0104, val loss: 0.0184
Epoch 10, train loss: 0.0020, val loss: 0.0044
Epoch 20, train loss: 0.0020, val loss: 0.0043
Epoch 30, train loss: 0.0017, val loss: 0.0038
Epoch 0, train loss: 0.0104, val loss: 0.0184
Epoch 10, train loss: 0.0020, val loss: 0.0044
Epoch 20, train loss: 0.0020, val loss: 0.0043
Epoch 30, train loss: 0.0017, val loss: 0.0038
Epoch 0, train loss: 0.0104, val loss: 0.0342
Epoch 10, train loss: 0.0033, val loss: 0.0037
Epoch 20, train loss: 0.0022, val loss: 0.0077
Epoch 30, train loss: 0.0016, val loss: 0.0035
Epoch 40, train loss: 0.0016, val loss: 0.0040
Epoch 0, train loss: 0.0104, val loss: 0.0342
Epoch 10, train loss: 0.0033, val loss: 0.0037
Epoch 20, train loss: 0.0022, val loss: 0.0077
Epoch 30, train loss: 0.0016, val loss: 0.0035
Epoch 40, train loss: 0.0016, val loss: 0.0040
Epoch 50, train loss: 0.0016, val loss: 0.0023
Inferred coeffs for Estonia: [2.4716873  2.4612305  0.00263933]
Epoch 0, train loss: 0.0357, val loss: 0.1099
Epoch 10, train loss: 0.0150, val loss: 0.0727
Epoch 20, train loss: 0.0120, val loss: 0.0448
Epoch 30, train loss: 0.0127, val loss: 0.0179
Epoch 0, train loss: 0.0357, val loss: 0.1099
Epoch 10, train loss: 0.0150, val loss: 0.0727
Epoch 20, train loss: 0.0120, val loss: 0.0448
Epoch 30, train loss: 0.0127, val loss: 0.0179
Epoch 0, train loss: 0.0357, val loss: 0.1640
Epoch 10, train loss: 0.0210, val loss: 0.1057
Epoch 20, train loss: 0.0133, val loss: 0.0547
Epoch 30, train loss: 0.0122, val loss: 0.0226
Epoch 40, train loss: 0.0123, val loss: 0.0247
Epoch 0, train loss: 0.0357, val loss: 0.1640
Epoch 10, train loss: 0.0210, val loss: 0.1057
Epoch 20, train loss: 0.0133, val loss: 0.0547
Epoch 30, train loss: 0.0122, val loss: 0.0226
Epoch 40, train loss: 0.0123, val loss: 0.0247
Epoch 50, train loss: 0.0120, val loss: 0.0362
Epoch 60, train loss: 0.0120, val loss: 0.0347
Inferred coeffs for Ireland: [2.4928975  2.4402337  0.02410042]
